library,version,sign,date
easymock,3.0,-,2012-12-02
easymock,${easymock.version},+,2012-12-27
easymock,3.2,+,2013-07-09
easymock,3.1,-,2013-07-09
easymock,3.1,+,2012-12-02
junit,4.7,-,2012-12-02
junit,${junit.version},+,2012-12-27
junit,4.11,+,2012-12-02
freemarker,2.3.18,-,2012-12-02
freemarker,2.3.20,+,2013-07-09
freemarker,2.3.19,+,2012-12-02
freemarker,2.3.19,-,2013-07-09
openjpa,2.2.1,-,2013-07-09
openjpa,2.2.0,-,2012-12-02
openjpa,2.2.1,+,2012-12-02
openjpa,2.2.2,+,2013-07-09
icu4j,4.8.1.1,-,2012-12-02
icu4j,50.1.1,+,2012-12-02
icu4j,50.1.1,-,2013-07-09
icu4j,51.2,+,2013-07-09
json,20090211,+,2012-12-02
json,20090211,-,2012-12-02
log4j,${log4j.version},+,2012-12-27
log4j,1.2.17,+,2012-12-02
log4j,1.2.16,-,2012-12-02
