library,version,sign,date
protobuf-java,2.4.0a,-,2013-05-03
protobuf-java,2.5.0,+,2013-11-05
protobuf-java,2.4.0a,+,2013-05-03
protobuf-java,2.4.0a,-,2013-11-05
protobuf-java,2.3.0,-,2013-05-03
jsr305,1.3.9,+,2014-07-06
guava,11.0.2,-,2015-07-30
guava,14.0.1,+,2015-07-30
guava,14.0.1,-,2015-07-30
guava,14.0.1,+,2014-08-12
commons-io,2.4,+,2017-05-12
commons-io,2.1,-,2017-05-12
paranamer,2.8,+,2019-11-14
avro,1.7.4,-,2014-08-25
avro,1.8.2,+,2019-11-14
avro,1.9.1,-,2019-11-14
avro,1.7.7,-,2019-10-09
avro,1.9.1,+,2019-10-09
avro,1.7.7,+,2014-08-25
avro,1.7.4,+,2013-04-23
avro,1.7.0,-,2013-04-23
