library,version,sign,date
junit,4.8.1,+,2011-07-24
junit,4.8.1,+,2012-10-28
junit,4.8.1,-,2012-09-24
junit,4.12,-,2019-03-11
junit,4.8.1,-,2012-10-28
junit,4.7,-,2011-07-24
junit,4.11,+,2014-01-11
junit,4.11,-,2014-01-17
junit,4.8.1,-,2014-01-11
junit,4.11,+,2014-01-17
junit,4.11,-,2014-01-11
junit,4.8.1,-,2013-05-02
junit,4.11,-,2015-07-20
junit,4.8.1,+,2012-09-24
jbig2-imageio,3.0.1,-,2018-07-24
jbig2-imageio,3.0.0,+,2017-08-08
jbig2-imageio,3.0.0,-,2018-02-27
bcmail-jdk15on,1.50,-,2014-07-04
bcmail-jdk15on,1.51,-,2015-07-20
bcmail-jdk15on,1.48,+,2013-04-28
bcmail-jdk15on,1.49,+,2014-01-11
bcmail-jdk15on,1.55,-,2017-03-25
bcmail-jdk15on,1.53,-,2016-01-05
bcmail-jdk15on,1.57,-,2018-02-27
bcmail-jdk15on,1.48,-,2014-01-11
bcmail-jdk15on,1.54,-,2016-03-14
bcmail-jdk15on,1.49,+,2014-01-17
bcmail-jdk15on,1.49,-,2014-04-07
bcmail-jdk15on,1.49,-,2014-01-17
bcmail-jdk15on,1.48,+,2013-05-01
commons-io,1.4,+,2012-10-28
commons-io,2.5,-,2018-02-27
commons-io,2.4,+,2014-01-17
commons-io,2.4,-,2017-03-25
commons-io,1.4,-,2011-12-01
commons-io,1.4,-,2012-09-24
commons-io,1.4,+,2012-09-24
commons-io,1.4,+,2011-07-24
commons-io,1.4,-,2011-07-24
commons-io,1.4,+,2012-05-29
commons-io,1.4,-,2014-01-11
commons-io,1.4,-,2012-10-28
commons-io,2.4,+,2014-01-11
commons-io,1.4,+,2013-03-06
commons-io,2.4,-,2014-01-17
bcprov-jdk15on,1.50,-,2014-07-04
bcprov-jdk15on,1.51,-,2015-07-20
bcprov-jdk15on,1.48,+,2013-04-28
bcprov-jdk15on,1.49,+,2014-01-11
bcprov-jdk15on,1.55,-,2017-03-25
bcprov-jdk15on,1.53,-,2016-01-05
bcprov-jdk15on,1.57,-,2018-02-27
bcprov-jdk15on,1.48,-,2014-01-11
bcprov-jdk15on,1.54,-,2016-03-14
bcprov-jdk15on,1.49,+,2014-01-17
bcprov-jdk15on,1.49,-,2014-04-07
bcprov-jdk15on,1.49,-,2014-01-17
bcprov-jdk15on,1.48,+,2013-05-01
