library,version,sign,date
easymock,3.0,+,2011-09-05
easymock,3.0,-,2012-08-28
easymock,3.0,+,2012-08-28
junit,4.8.2,+,2012-08-28
junit,4.8.1,-,2011-08-11
junit,4.8.2,-,2012-08-28
junit,4.8.2,+,2011-09-02
junit,4.10,+,2011-12-14
junit,4.10,-,2012-08-28
slf4j-log4j12,1.6.4,+,2011-12-14
slf4j-log4j12,1.6.4,-,2012-08-28
geronimo-servlet_2.5_spec,1.2,+,2012-08-28
org.osgi.core,4.2.0,-,2011-09-14
org.osgi.compendium,4.2.0,+,2011-09-08
org.osgi.compendium,4.2.0,+,2011-08-11
org.osgi.compendium,4.2.0,-,2011-12-14
org.osgi.compendium,4.2.0,-,2011-09-14
