library,version,sign,date
hibernate-annotations,3.4.0.GA,+,2010-08-17
hibernate-annotations,3.4.0.GA,+,2013-07-30
hibernate-annotations,3.4.0.GA,-,2011-09-26
spring-webmvc,3.0.5.RELEASE,-,2013-07-23
spring-webmvc,2.5.6.SEC02,-,2011-09-26
spring-webmvc,3.0.5.RELEASE,+,2011-09-26
spring-webmvc,2.5.6.SEC02,+,2010-11-15
spring-webmvc,2.5.5,-,2010-11-15
spring-webmvc,3.0.5.RELEASE,-,2012-11-19
spring-webmvc,2.5.5,+,2010-08-17
hibernate-entitymanager,3.6.10.Final,+,2011-09-26
hibernate-entitymanager,3.6.10.Final,-,2013-07-23
jdom,1.1,+,2010-08-17
commons-collections,3.2,-,2010-11-15
commons-collections,3.2,+,2010-08-17
commons-cilea-genericdao,0.1,-,2012-11-19
commons-cilea-genericdao,0.1,+,2010-08-26
commons-cilea-genericdao,1.1,-,2013-07-23
commons-cilea-genericdao,1.0,-,2013-06-20
commons-io,2.0.1,+,2011-09-26
hibernate-core,3.3.1.GA,+,2010-08-17
hibernate-core,3.3.2.GA,+,2013-07-30
hibernate-core,3.3.2.GA,-,2011-09-26
hibernate-core,3.3.1.GA,-,2010-11-15
commons-lang,2.1,+,2010-08-17
commons-lang,2.1,-,2010-11-15
